target,window_index,unit,true_rul,pred_rul,true_fault,fault_probability,top_sensors,top_sensor_attributions,top_subsystems,suggested_actions
fault,5574,56,22.0,18.673845291137695,1.0,0.8965793251991272,s12;s13;s2,0.09072994;0.06455150;0.05632751,bypass and flow path;spool speed control;thermal core,inspect bypass flow and related instrumentation;inspect speed-control response and operating point;inspect temperature instrumentation and hot-section condition
fault,8380,82,13.0,18.29386329650879,1.0,0.8961510062217712,s11;s12;s2,0.08249215;0.07810546;0.06286393,bypass and flow path;bypass and flow path;thermal core,inspect bypass duct pressure behavior;inspect bypass flow and related instrumentation;inspect temperature instrumentation and hot-section condition
fault,8243,81,16.0,19.56333351135254,1.0,0.8954169750213623,s2;s12;s11,0.11348329;0.11294734;0.10531135,thermal core;bypass and flow path;bypass and flow path,inspect temperature instrumentation and hot-section condition;inspect bypass flow and related instrumentation;inspect bypass duct pressure behavior
fault,9192,91,39.0,18.5765438079834,0.0,0.8953427076339722,s12;s2;s13,0.10860465;0.07401808;0.07096031,bypass and flow path;thermal core;spool speed control,inspect bypass flow and related instrumentation;inspect temperature instrumentation and hot-section condition;inspect speed-control response and operating point
fault,10191,100,24.0,25.36007308959961,1.0,0.8925230503082275,s9;s14;s8,0.09654537;0.07246590;0.01733910,high-pressure spool;spool speed control;fan and low-pressure compressor,inspect high-pressure spool dynamics;inspect core-speed response and controller behavior;inspect fan/LPC operating margins
fault,3269,34,19.0,17.511327743530273,1.0,0.8910419344902039,s11;s12;s13,0.07082132;0.06735004;0.06157708,bypass and flow path;bypass and flow path;spool speed control,inspect bypass duct pressure behavior;inspect bypass flow and related instrumentation;inspect speed-control response and operating point
fault,6796,66,18.0,23.18488883972168,1.0,0.8875260949134827,s9;s14;s2,0.08579488;0.06639547;0.04493746,high-pressure spool;spool speed control;thermal core,inspect high-pressure spool dynamics;inspect core-speed response and controller behavior;inspect temperature instrumentation and hot-section condition
fault,9193,91,38.0,19.036029815673828,0.0,0.8850482702255249,s12;s2;s11,0.10300108;0.07359936;0.07167642,bypass and flow path;thermal core;bypass and flow path,inspect bypass flow and related instrumentation;inspect temperature instrumentation and hot-section condition;inspect bypass duct pressure behavior
fault,2237,24,24.0,25.66340446472168,1.0,0.884899914264679,s9;s14;s2,0.10174957;0.08095448;0.01445120,high-pressure spool;spool speed control;thermal core,inspect high-pressure spool dynamics;inspect core-speed response and controller behavior;inspect temperature instrumentation and hot-section condition
fault,3274,34,14.0,19.211271286010742,1.0,0.8828174471855164,s12;s13;s11,0.08289816;0.08197122;0.08011758,bypass and flow path;spool speed control;bypass and flow path,inspect bypass flow and related instrumentation;inspect speed-control response and operating point;inspect bypass duct pressure behavior
fault,9191,91,40.0,19.35456657409668,0.0,0.881503164768219,s12;s2;s13,0.11078169;0.08117635;0.07428675,bypass and flow path;thermal core;spool speed control,inspect bypass flow and related instrumentation;inspect temperature instrumentation and hot-section condition;inspect speed-control response and operating point
fault,4061,42,17.0,18.013399124145508,1.0,0.8804788589477539,s13;s14;s12,0.03733524;0.03621181;0.03502737,spool speed control;spool speed control;bypass and flow path,inspect speed-control response and operating point;inspect core-speed response and controller behavior;inspect bypass flow and related instrumentation
fault,3271,34,17.0,19.156965255737305,1.0,0.8789794445037842,s11;s13;s12,0.07986203;0.07226960;0.06960522,bypass and flow path;spool speed control;bypass and flow path,inspect bypass duct pressure behavior;inspect speed-control response and operating point;inspect bypass flow and related instrumentation
fault,5573,56,23.0,19.700834274291992,1.0,0.8774242997169495,s12;s13;s11,0.09496109;0.07181716;0.06142794,bypass and flow path;spool speed control;bypass and flow path,inspect bypass flow and related instrumentation;inspect speed-control response and operating point;inspect bypass duct pressure behavior
fault,3267,34,21.0,18.192461013793945,1.0,0.8755582571029663,s12;s11;s2,0.06761929;0.06670115;0.05860322,bypass and flow path;bypass and flow path;thermal core,inspect bypass flow and related instrumentation;inspect bypass duct pressure behavior;inspect temperature instrumentation and hot-section condition
fault,3268,34,20.0,18.20045280456543,1.0,0.8735969066619873,s11;s12;s13,0.07098238;0.06946242;0.06401490,bypass and flow path;bypass and flow path;spool speed control,inspect bypass duct pressure behavior;inspect bypass flow and related instrumentation;inspect speed-control response and operating point
fault,3444,35,17.0,20.407732009887695,1.0,0.873322069644928,s12;s2;s11,0.11933896;0.10728344;0.10585661,bypass and flow path;thermal core;bypass and flow path,inspect bypass flow and related instrumentation;inspect temperature instrumentation and hot-section condition;inspect bypass duct pressure behavior
fault,8240,81,19.0,20.526063919067383,1.0,0.8726794123649597,s12;s2;s11,0.12964128;0.11389139;0.10556711,bypass and flow path;thermal core;bypass and flow path,inspect bypass flow and related instrumentation;inspect temperature instrumentation and hot-section condition;inspect bypass duct pressure behavior
fault,6989,68,19.0,21.716644287109375,1.0,0.8725688457489014,s12;s11;s2,0.10425762;0.10167178;0.07515612,bypass and flow path;bypass and flow path;thermal core,inspect bypass flow and related instrumentation;inspect bypass duct pressure behavior;inspect temperature instrumentation and hot-section condition
fault,4062,42,16.0,19.028717041015625,1.0,0.8689743280410767,s13;s14;s12,0.04383706;0.03910349;0.03680759,spool speed control;spool speed control;bypass and flow path,inspect speed-control response and operating point;inspect core-speed response and controller behavior;inspect bypass flow and related instrumentation
fault,6795,66,19.0,24.132051467895508,1.0,0.8670642971992493,s9;s14;s2,0.08600921;0.06855165;0.04577130,high-pressure spool;spool speed control;thermal core,inspect high-pressure spool dynamics;inspect core-speed response and controller behavior;inspect temperature instrumentation and hot-section condition
fault,10190,100,25.0,26.503862380981445,1.0,0.8665816187858582,s9;s14;s8,0.09615396;0.07379446;0.01584582,high-pressure spool;spool speed control;fan and low-pressure compressor,inspect high-pressure spool dynamics;inspect core-speed response and controller behavior;inspect fan/LPC operating margins
fault,6988,68,20.0,22.473928451538086,1.0,0.8650479912757874,s12;s11;s2,0.11337059;0.10564417;0.07945342,bypass and flow path;bypass and flow path;thermal core,inspect bypass flow and related instrumentation;inspect bypass duct pressure behavior;inspect temperature instrumentation and hot-section condition
fault,6990,68,18.0,21.04923439025879,1.0,0.8648427724838257,s12;s11;s2,0.10633262;0.10377407;0.07260936,bypass and flow path;bypass and flow path;thermal core,inspect bypass flow and related instrumentation;inspect bypass duct pressure behavior;inspect temperature instrumentation and hot-section condition
fault,9314,92,20.0,20.543188095092773,1.0,0.862614095211029,s12;s13;s11,0.09729661;0.07316223;0.07024078,bypass and flow path;spool speed control;bypass and flow path,inspect bypass flow and related instrumentation;inspect speed-control response and operating point;inspect bypass duct pressure behavior
fault,5572,56,24.0,20.502662658691406,1.0,0.8599295616149902,s12;s13;s11,0.09559382;0.07030197;0.05932194,bypass and flow path;spool speed control;bypass and flow path,inspect bypass flow and related instrumentation;inspect speed-control response and operating point;inspect bypass duct pressure behavior
fault,3443,35,18.0,20.773208618164062,1.0,0.8598520159721375,s12;s2;s11,0.11946319;0.10865238;0.10728923,bypass and flow path;thermal core;bypass and flow path,inspect bypass flow and related instrumentation;inspect temperature instrumentation and hot-section condition;inspect bypass duct pressure behavior
fault,6793,66,21.0,24.409353256225586,1.0,0.8597975373268127,s9;s14;s2,0.09101498;0.07072312;0.04664332,high-pressure spool;spool speed control;thermal core,inspect high-pressure spool dynamics;inspect core-speed response and controller behavior;inspect temperature instrumentation and hot-section condition
fault,9190,91,41.0,20.30897331237793,0.0,0.859416127204895,s12;s2;s13,0.11295484;0.08079382;0.07546771,bypass and flow path;thermal core;spool speed control,inspect bypass flow and related instrumentation;inspect temperature instrumentation and hot-section condition;inspect speed-control response and operating point
fault,8379,82,14.0,20.284936904907227,1.0,0.8593640923500061,s11;s12;s2,0.09483425;0.07961762;0.07476317,bypass and flow path;bypass and flow path;thermal core,inspect bypass duct pressure behavior;inspect bypass flow and related instrumentation;inspect temperature instrumentation and hot-section condition
fault,2960,31,18.0,22.300039291381836,1.0,0.8585142493247986,s11;s2;s12,0.10522281;0.09787209;0.09333431,bypass and flow path;thermal core;bypass and flow path,inspect bypass duct pressure behavior;inspect temperature instrumentation and hot-section condition;inspect bypass flow and related instrumentation
fault,3442,35,19.0,21.127456665039062,1.0,0.8560968637466431,s12;s11;s2,0.12121951;0.11212742;0.10827019,bypass and flow path;bypass and flow path;thermal core,inspect bypass flow and related instrumentation;inspect bypass duct pressure behavior;inspect temperature instrumentation and hot-section condition
fault,7703,76,22.0,23.71955680847168,1.0,0.8558780550956726,s9;s11;s12,0.07964886;0.05788113;0.05775243,high-pressure spool;bypass and flow path;bypass and flow path,inspect high-pressure spool dynamics;inspect bypass duct pressure behavior;inspect bypass flow and related instrumentation
fault,3441,35,20.0,21.449169158935547,1.0,0.8548936247825623,s12;s11;s2,0.12414901;0.11863076;0.10585761,bypass and flow path;bypass and flow path;thermal core,inspect bypass flow and related instrumentation;inspect bypass duct pressure behavior;inspect temperature instrumentation and hot-section condition
fault,3273,34,15.0,20.301036834716797,1.0,0.8528668284416199,s11;s13;s12,0.08932880;0.08533838;0.07840562,bypass and flow path;spool speed control;bypass and flow path,inspect bypass duct pressure behavior;inspect speed-control response and operating point;inspect bypass flow and related instrumentation
fault,4060,42,18.0,18.817115783691406,1.0,0.8521252274513245,s13;s14;s12,0.04105990;0.03789911;0.03261979,spool speed control;spool speed control;bypass and flow path,inspect speed-control response and operating point;inspect core-speed response and controller behavior;inspect bypass flow and related instrumentation
fault,1852,20,18.0,21.655630111694336,1.0,0.8491454720497131,s12;s11;s2,0.12723932;0.12291835;0.10353720,bypass and flow path;bypass and flow path;thermal core,inspect bypass flow and related instrumentation;inspect bypass duct pressure behavior;inspect temperature instrumentation and hot-section condition
fault,6794,66,20.0,24.87638282775879,1.0,0.8477066159248352,s9;s14;s2,0.08984457;0.06994813;0.04914580,high-pressure spool;spool speed control;thermal core,inspect high-pressure spool dynamics;inspect core-speed response and controller behavior;inspect temperature instrumentation and hot-section condition
fault,3272,34,16.0,20.697614669799805,1.0,0.8473373055458069,s11;s13;s12,0.08788713;0.08080516;0.07422199,bypass and flow path;spool speed control;bypass and flow path,inspect bypass duct pressure behavior;inspect speed-control response and operating point;inspect bypass flow and related instrumentation
fault,3440,35,21.0,21.836488723754883,1.0,0.8450560569763184,s12;s11;s2,0.12452897;0.11902358;0.10720913,bypass and flow path;bypass and flow path;thermal core,inspect bypass flow and related instrumentation;inspect bypass duct pressure behavior;inspect temperature instrumentation and hot-section condition
fault,3266,34,22.0,19.49736976623535,1.0,0.8426265120506287,s11;s12;s2,0.07078238;0.06879415;0.06617966,bypass and flow path;bypass and flow path;thermal core,inspect bypass duct pressure behavior;inspect bypass flow and related instrumentation;inspect temperature instrumentation and hot-section condition
